,date,CAP_TEMP_EF,DONGNAM_TEMP_EF,DAEGYUNG_TEMP_EF,CHOONG_TEMP_EF,HONAM_TEMP_EF,MEAN_TEMP_EF
92,2003-09,-0.5712,5.61945,6.57443,2.98684,1.59782,3.241468
93,2003-10,-0.07144,5.6671,6.61408,3.0652,1.64101,3.3831900000000004
94,2003-11,0.24792,5.76159,6.66503,3.19347,1.73224,3.52005
95,2003-12,0.73793,5.90034,6.75258,3.36344,1.88079,3.7270160000000003
96,2004-01,0.793,5.90997,6.75355,3.35962,1.89391,3.7420100000000005
97,2004-02,0.65971,5.86139,6.71977,3.30805,1.85001,3.679786000000001
98,2004-03,0.43456,5.76153,6.65533,3.18675,1.74857,3.557348
99,2004-04,-0.00748,5.72834,6.63672,3.12129,1.69226,3.4342260000000002
100,2004-05,-0.3446,5.66328,6.58176,3.00927,1.61508,3.304958
101,2004-06,-0.65951,5.62303,6.55129,2.95227,1.58085,3.2095860000000003
102,2004-07,-0.72264,5.5711,6.50078,2.9246,1.55914,3.1665959999999997
103,2004-08,-0.74238,5.54085,6.4944,2.91505,1.54681,3.1509460000000002
104,2004-09,-0.59042,5.60139,6.56427,2.97832,1.58977,3.2286660000000005
105,2004-10,-0.16559,5.65458,6.60544,3.05016,1.63472,3.3558619999999997
106,2004-11,0.27712,5.75668,6.66063,3.1853,1.732,3.522346
107,2004-12,0.65395,5.84396,6.70677,3.28271,1.82449,3.6623759999999996
108,2005-01,0.83209,5.91778,6.73765,3.33479,1.88651,3.7417640000000008
109,2005-02,0.80995,5.90875,6.73291,3.32638,1.87883,3.731364
110,2005-03,0.57238,5.81529,6.67634,3.22,1.7874,3.614282
111,2005-04,-0.00989,5.71003,6.61264,3.07795,1.66054,3.4102539999999997
112,2005-05,-0.33777,5.67433,6.58956,3.02586,1.62083,3.314562
113,2005-06,-0.63201,5.63238,6.54333,2.9654,1.58217,3.2182540000000004
114,2005-07,-0.72731,5.59896,6.52853,2.93751,1.56448,3.1804339999999995
115,2005-08,-0.71922,5.57471,6.52978,2.94074,1.56549,3.1782999999999997
116,2005-09,-0.59569,5.6122,6.56536,2.97122,1.58408,3.2274339999999997
117,2005-10,-0.13483,5.67417,6.61426,3.0671,1.6426,3.3726600000000007
118,2005-11,0.29995,5.74181,6.65284,3.1574,1.70866,3.512132
119,2005-12,0.86094,5.9393,6.75288,3.364,1.90442,3.7643079999999998
120,2006-01,0.76326,5.8744,6.71688,3.30008,1.83445,3.697814
121,2006-02,0.72873,5.87605,6.71506,3.28897,1.83939,3.68964
122,2006-03,0.50864,5.79873,6.66794,3.19651,1.75551,3.5854660000000003
123,2006-04,0.09895,5.73145,6.62884,3.10179,1.67831,3.4478680000000006
124,2006-05,-0.39219,5.68172,6.5941,3.01163,1.61899,3.3028500000000003
125,2006-06,-0.51785,5.63967,6.55835,2.96889,1.58936,3.2476840000000005
126,2006-07,-0.65764,5.61369,6.55143,2.96058,1.57728,3.2090680000000007
127,2006-08,-0.73643,5.54832,6.50707,2.92492,1.55856,3.160488
128,2006-09,-0.54742,5.62953,6.58319,2.99379,1.60395,3.252608
129,2006-10,-0.35784,5.64383,6.59678,3.02919,1.62162,3.306716
130,2006-11,0.30718,5.72143,6.64987,3.14738,1.69358,3.503888
131,2006-12,0.68825,5.82056,6.7056,3.27711,1.81225,3.660754
132,2007-01,0.74949,5.8445,6.70743,3.29954,1.83425,3.6870420000000004
133,2007-02,0.56862,5.79976,6.68254,3.22926,1.77493,3.6110220000000006
134,2007-03,0.44112,5.78037,6.66293,3.18073,1.73654,3.5603380000000002
135,2007-04,0.10736,5.71989,6.6248,3.09999,1.67773,3.4459539999999995
136,2007-05,-0.36739,5.66695,6.58613,3.01389,1.61612,3.30314
137,2007-06,-0.62814,5.63898,6.56191,2.9662,1.58776,3.225342
138,2007-07,-0.67464,5.61234,6.54565,2.94955,1.57319,3.201218
139,2007-08,-0.7279,5.56138,6.51356,2.93019,1.55973,3.167392
140,2007-09,-0.57514,5.61197,6.56939,2.97979,1.59108,3.235418
141,2007-10,-0.16509,5.66145,6.60959,3.05926,1.63724,3.36049
142,2007-11,0.40094,5.73698,6.65974,3.18554,1.7213,3.5408999999999997
143,2007-12,0.68086,5.80581,6.69624,3.26684,1.78558,3.647066
144,2008-01,0.80486,5.85549,6.72781,3.324,1.86064,3.7145599999999996
145,2008-02,0.78869,5.87584,6.73003,3.32506,1.86751,3.7174259999999997
146,2008-03,0.37816,5.76776,6.6583,3.16836,1.72929,3.540374
147,2008-04,-0.08667,5.70934,6.62026,3.07186,1.65573,3.394104
148,2008-05,-0.33278,5.6712,6.58651,3.01641,1.6178,3.3118279999999998
149,2008-06,-0.54979,5.64724,6.57823,2.98132,1.59244,3.249888
150,2008-07,-0.6905,5.5776,6.50597,2.93168,1.55704,3.176358
151,2008-08,-0.66982,5.58476,6.53391,2.94557,1.56417,3.1917180000000003
152,2008-09,-0.55243,5.61082,6.56108,2.97861,1.58268,3.2361519999999997
153,2008-10,-0.23792,5.65315,6.60139,3.05186,1.62469,3.338634
154,2008-11,0.33022,5.74321,6.6571,3.16958,1.71408,3.522838
155,2008-12,0.66965,5.82504,6.71085,3.27544,1.80662,3.6575199999999994
156,2009-01,0.78925,5.88571,6.74045,3.34078,1.86796,3.72483
157,2009-02,0.60863,5.79022,6.682,3.2413,1.77487,3.6194040000000003
158,2009-03,0.44099,5.76681,6.66015,3.18633,1.73675,3.5582059999999998
159,2009-04,0.00649,5.70571,6.61635,3.09144,1.66455,3.4169080000000003
160,2009-05,-0.41068,5.65902,6.57799,3.01391,1.60984,3.290015999999999
161,2009-06,-0.58334,5.62822,6.55244,2.97173,1.58418,3.230646
162,2009-07,-0.65747,5.60725,6.54653,2.96166,1.57515,3.206624
163,2009-08,-0.67456,5.5859,6.53984,2.94704,1.56622,3.1928879999999995
164,2009-09,-0.56266,5.61428,6.56692,2.97725,1.58843,3.236844
165,2009-10,-0.23597,5.65645,6.60618,3.0476,1.62751,3.340354
166,2009-11,0.35504,5.75281,6.6601,3.17217,1.71727,3.531478
167,2009-12,0.72806,5.85125,6.72109,3.30455,1.83124,3.687238
168,2010-01,0.84789,5.9039,6.75077,3.36038,1.88112,3.7488119999999996
169,2010-02,0.63396,5.84109,6.70762,3.27094,1.80808,3.6523380000000003
170,2010-03,0.54789,5.79714,6.67464,3.20775,1.74479,3.5944419999999995
171,2010-04,0.21556,5.74056,6.64168,3.12809,1.69148,3.4834739999999997
172,2010-05,-0.30445,5.67257,6.59003,3.02102,1.6184,3.3195140000000003
173,2010-06,-0.60063,5.62223,6.54389,2.95848,1.58246,3.221286
174,2010-07,-0.67696,5.58144,6.5251,2.93387,1.56499,3.185688
175,2010-08,-0.67127,5.54435,6.50152,2.92145,1.55133,3.1694760000000004
176,2010-09,-0.52891,5.5938,6.55667,2.97406,1.58335,3.235794
177,2010-10,-0.13782,5.66284,6.61142,3.06767,1.64416,3.3696539999999997
178,2010-11,0.39864,5.74595,6.66278,3.18131,1.72942,3.5436199999999998
179,2010-12,0.72621,5.85855,6.72794,3.30651,1.84071,3.691984
180,2011-01,0.91507,5.98749,6.783,3.41925,1.96999,3.81496
181,2011-02,0.67967,5.82957,6.70089,3.2742,1.82632,3.66213
182,2011-03,0.56716,5.80607,6.67596,3.2231,1.7833,3.611118
183,2011-04,0.13252,5.72015,6.62718,3.10366,1.67999,3.4527
184,2011-05,-0.34445,5.6719,6.59452,3.01533,1.61507,3.310474
185,2011-06,-0.53877,5.6295,6.54971,2.96527,1.58473,3.2380880000000003
186,2011-07,-0.63937,5.58336,6.52468,2.93477,1.56359,3.193406
187,2011-08,-0.65431,5.57473,6.53089,2.9342,1.56695,3.190492
188,2011-09,-0.5208,5.60483,6.56092,2.98077,1.58838,3.2428199999999996
189,2011-10,-0.11724,5.66983,6.61572,3.07546,1.64492,3.377738
190,2011-11,0.10459,5.71339,6.64668,3.11457,1.68123,3.4520920000000004
191,2011-12,0.74809,5.86612,6.72037,3.299,1.84086,3.6948879999999997
192,2012-01,0.80874,5.90268,6.73785,3.33752,1.88083,3.733524
193,2012-02,0.76351,5.90359,6.73848,3.32773,1.88446,3.723554
194,2012-03,0.47923,5.78947,6.6686,3.20157,1.76151,3.5800760000000005
195,2012-04,0.02451,5.7109,6.61942,3.08516,1.66814,3.421626
196,2012-05,-0.44325,5.65455,6.5846,2.99591,1.60709,3.27978
197,2012-06,-0.59921,5.62773,6.56175,2.95437,1.58412,3.225752
198,2012-07,-0.61948,5.56347,6.51556,2.92921,1.56319,3.19039
199,2012-08,-0.60202,5.54783,6.51036,2.92199,1.55372,3.186376
200,2012-09,-0.50942,5.61945,6.57443,2.98684,1.59782,3.2538240000000003
201,2012-10,-0.19322,5.6671,6.61408,3.0652,1.64101,3.3588340000000003
202,2012-11,0.45271,5.76159,6.66503,3.19347,1.73224,3.561008
203,2012-12,0.83496,5.90034,6.75258,3.36344,1.88079,3.7464220000000004
204,2013-01,0.8057,5.90997,6.75355,3.35962,1.89391,3.7445499999999994
205,2013-02,0.74921,5.86139,6.71977,3.30805,1.85001,3.697686
206,2013-03,0.4706,5.76153,6.65533,3.18675,1.74857,3.5645560000000005
207,2013-04,0.16527,5.72834,6.63672,3.12129,1.69226,3.4687759999999996
208,2013-05,-0.34568,5.66328,6.58176,3.00927,1.61508,3.304742
209,2013-06,-0.59034,5.62303,6.55129,2.95227,1.58085,3.22342
210,2013-07,-0.63756,5.5711,6.50078,2.9246,1.55914,3.1836119999999997
211,2013-08,-0.61072,5.54085,6.4944,2.91505,1.54681,3.1772780000000003
212,2013-09,-0.52858,5.60139,6.56427,2.97832,1.58977,3.2410340000000004
213,2013-10,-0.20865,5.65458,6.60544,3.05016,1.63472,3.3472500000000003
214,2013-11,0.38766,5.75668,6.66063,3.1853,1.732,3.5444540000000004
215,2013-12,0.71095,5.84396,6.70677,3.28271,1.82449,3.673776
216,2014-01,0.73874,5.85637,6.71521,3.30686,1.84661,3.6927580000000004
217,2014-02,0.62657,5.83661,6.69956,3.2554,1.80336,3.6443000000000003
218,2014-03,0.28102,5.76901,6.65614,3.1601,1.73327,3.519908
219,2014-04,-0.09894,5.70269,6.61621,3.06796,1.65611,3.3888059999999998
220,2014-05,-0.36077,5.65736,6.57336,3.00351,1.61522,3.2977359999999996
221,2014-06,-0.56525,5.62875,6.55918,2.96233,1.58769,3.23454
222,2014-07,-0.59332,5.58772,6.52107,2.93311,1.57123,3.2039619999999998
223,2014-08,-0.59458,5.59671,6.54743,2.9489,1.57774,3.21524
224,2014-09,-0.52923,5.61421,6.56782,2.97619,1.59196,3.2441899999999997
225,2014-10,-0.20983,5.66587,6.61129,3.0574,1.63629,3.3522039999999995
226,2014-11,0.21732,5.72575,6.64898,3.1518,1.70068,3.488906
227,2014-12,0.81363,5.88241,6.73195,3.33173,1.86103,3.7241500000000003
228,2015-01,0.74204,5.85909,6.71923,3.3063,1.85095,3.6955220000000004
229,2015-02,0.65872,5.84316,6.70377,3.27085,1.82524,3.660348
230,2015-03,0.3682,5.77645,6.6621,3.18031,1.74722,3.5468559999999996
231,2015-04,-0.05535,5.71125,6.62723,3.08077,1.66099,3.404978
232,2015-05,-0.36658,5.65572,6.57113,3.00151,1.61265,3.2948859999999995
233,2015-06,-0.54316,5.63285,6.56297,2.95788,1.58996,3.2401000000000004
234,2015-07,-0.57746,5.59822,6.54073,2.93792,1.57036,3.2139539999999998
235,2015-08,-0.57514,5.56985,6.53114,2.92795,1.5656,3.2038799999999994
236,2015-09,-0.52057,5.6211,6.5823,2.97531,1.59371,3.25037
237,2015-10,-0.19649,5.66359,6.61414,3.0506,1.63213,3.3527940000000003
238,2015-11,0.20308,5.71667,6.6458,3.12772,1.68731,3.476116
239,2015-12,0.63086,5.79839,6.69664,3.24838,1.77939,3.6307320000000005
240,2016-01,0.79128,5.89633,6.7527,3.33175,1.86966,3.728344
241,2016-02,0.68015,5.84531,6.71359,3.28037,1.82529,3.668942
242,2016-03,0.32703,5.76834,6.66307,3.17552,1.73723,3.5342379999999998
243,2016-04,-0.10925,5.69593,6.6196,3.05994,1.64413,3.38207
244,2016-05,-0.38991,5.65015,6.58413,2.99793,1.60947,3.290354
245,2016-06,-0.54683,5.62268,6.55955,2.95486,1.58702,3.235456
246,2016-07,-0.55395,5.57923,6.52726,2.92654,1.55943,3.207702
247,2016-08,-0.48509,5.54161,6.51169,2.91407,1.55103,3.206662
248,2016-09,-0.53686,5.61066,6.57327,2.9672,1.58689,3.240232
249,2016-10,-0.23759,5.65725,6.6093,3.0454,1.6289,3.340652000000001
250,2016-11,0.32544,5.74062,6.66195,3.17856,1.71517,3.5243480000000007
251,2016-12,0.6354,5.80989,6.70174,3.25886,1.79233,3.6396439999999997
252,2017-01,0.74541,5.87454,6.73643,3.31561,1.84812,3.7040220000000006
253,2017-02,0.70441,5.84467,6.71232,3.28492,1.82859,3.674982
254,2017-03,0.36854,5.77865,6.66797,3.18428,1.74743,3.5493740000000003
255,2017-04,-0.10485,5.69836,6.61485,3.06464,1.64998,3.3845959999999997
256,2017-05,-0.39431,5.65362,6.57702,2.99983,1.60923,3.289078
257,2017-06,-0.50857,5.63006,6.55731,2.95981,1.58558,3.244838
258,2017-07,-0.54808,5.57173,6.51141,2.92175,1.55301,3.2019639999999994
259,2017-08,-0.52365,5.55582,6.52769,2.93259,1.55854,3.2101979999999997
260,2017-09,-0.49747,5.61536,6.57522,2.98155,1.59132,3.2531960000000004
261,2017-10,-0.24563,5.66361,6.61235,3.04997,1.63171,3.342402
262,2017-11,0.38453,5.74908,6.66988,3.19157,1.72613,3.544238
263,2017-12,0.75892,5.88406,6.73992,3.31422,1.8473,3.708884
264,2018-01,0.79777,5.92746,6.76687,3.35555,1.89772,3.7490740000000002
265,2018-02,0.7357,5.88478,6.7403,3.31436,1.8584,3.7067080000000003
266,2018-03,0.25199,5.76829,6.66175,3.15423,1.71484,3.5102200000000003
267,2018-04,-0.05065,5.7041,6.61865,3.0749,1.6514,3.39968
268,2018-05,-0.34269,5.66615,6.58981,3.00429,1.61187,3.305886
269,2018-06,-0.51157,5.62737,6.55545,2.95589,1.58249,3.2419260000000003
270,2018-07,-0.45778,5.55607,6.49905,2.91385,1.54696,3.2116300000000004
271,2018-08,-0.4302,5.54231,6.50958,2.90375,1.54551,3.21419
272,2018-09,-0.47797,5.62216,6.58002,2.98002,1.59643,3.260132
273,2018-10,-0.06619,5.68129,6.62391,3.0836,1.65316,3.3951540000000002
274,2018-11,0.2659,5.73001,6.66114,3.16086,1.70641,3.504864
275,2018-12,0.69498,5.84939,6.72972,3.2983,1.82955,3.6803880000000007
276,2019-01,0.72846,5.86011,6.72639,3.30583,1.84808,3.693774
277,2019-02,0.61754,5.82241,6.7035,3.26986,1.81516,3.6456939999999998
278,2019-03,0.31742,5.75461,6.6566,3.16589,1.72985,3.5248739999999996
279,2019-04,-0.0176,5.7176,6.62878,3.08767,1.67183,3.417656
280,2019-05,-0.37652,5.65046,6.5787,3.00053,1.61505,3.2936440000000005
281,2019-06,-0.49321,5.63192,6.56352,2.96558,1.59346,3.2522539999999998
282,2019-07,-0.51455,5.59512,6.53587,2.93362,1.57147,3.224306
283,2019-08,-0.4793,5.55658,6.51563,2.92089,1.55829,3.2144179999999998
284,2019-09,-0.49788,5.60852,6.56712,2.96723,1.58791,3.2465800000000002
285,2019-10,-0.24486,5.65838,6.60812,3.0399,1.62994,3.3382960000000006
286,2019-11,0.2891,5.72285,6.65438,3.15245,1.69935,3.5036259999999997
287,2019-12,0.625,5.81353,6.70712,3.25789,1.78814,3.638336
288,2020-01,0.61824,5.82243,6.7024,3.25477,1.79268,3.638104
289,2020-02,0.54242,5.81369,6.69587,3.24052,1.78708,3.615916
290,2020-03,0.26552,5.75646,6.65685,3.15514,1.72357,3.511508
291,2020-04,0.05547,5.72578,6.63467,3.10637,1.68798,3.442054
292,2020-05,-0.33926,5.66548,6.58986,3.00751,1.61595,3.307908
293,2020-06,-0.49172,5.61675,6.54701,2.9506,1.58258,3.2410439999999996
294,2020-07,-0.5232,5.62103,6.56242,2.95481,1.58464,3.23994
295,2020-08,-0.52038,5.55479,6.50341,2.91789,1.55535,3.2022120000000003
296,2020-09,-0.48046,5.62159,6.57738,2.98076,1.59811,3.2594760000000003
297,2020-10,-0.14824,5.67245,6.61732,3.06704,1.64228,3.3701700000000003
298,2020-11,0.23138,5.73286,6.65465,3.1524,1.70088,3.4944340000000005
299,2020-12,0.67354,5.86844,6.73079,3.29658,1.83258,3.680386
